0 0 1
0 0 0
100.000000 0.000326 0.2
200.000000 0.000826 0.2
300.000000 0.001764 0.2
400.000000 0.003089 0.2
500.000000 0.004877 0.2
600.000000 0.007031 0.2
700.000000 0.009560 0.2
800.000000 0.012469 0.2
900.000000 0.015783 0.2
1000.000000 0.019556 0.2
1100.000000 0.024116 0.2
1200.000000 0.029315 0.2
1300.000000 0.035095 0.2
1400.000000 0.041654 0.2
1500.000000 0.048363 0.2
1600.000000 0.055599 0.2
1700.000000 0.064012 0.2
1800.000000 0.071646 0.2
1900.000000 0.081031 0.2
2000.000000 0.090108 0.2

100.000000 0.000230 0.8
200.000000 0.000896 0.8
300.000000 0.002194 0.8
400.000000 0.003820 0.8
500.000000 0.007439 0.8
600.000000 0.013824 0.8
700.000000 0.021374 0.8
800.000000 0.026339 0.8
900.000000 0.033469 0.8
1000.000000 0.041541 0.8
1100.000000 0.089259 0.8
1200.000000 0.084053 0.8
1300.000000 0.091712 0.8
1400.000000 0.122580 0.8
1500.000000 0.189246 0.8
1600.000000 0.164208 0.8
1700.000000 0.193837 0.8
1800.000000 0.208422 0.8
1900.000000 0.267026 0.8
2000.000000 0.260303 0.8
