0 0 0 0 0
10000000.000000 1.381570 0.228969 0.392878 0.215399 
20000000.000000 0.621004 0.226661 0.732902 0.380283 
30000000.000000 0.930392 0.321738 1.071472 0.568734 
40000000.000000 1.231115 0.534708 1.439252 0.757880 
50000000.000000 1.544587 0.578188 1.794959 0.969573 
60000000.000000 1.844843 0.671785 2.225007 1.191676 
70000000.000000 2.155862 0.866447 2.506887 1.315697 
80000000.000000 2.489864 0.904255 3.142352 1.520283 
