0.200000 0.163746
0.400000 0.268128
0.600000 0.329287
0.800000 0.359463
1.000000 0.367879
1.200000 0.361433
1.400000 0.345236
1.600000 0.323034
1.800000 0.297538
2.000000 0.270671
2.200000 0.243767
2.400000 0.217723
2.600000 0.193111
2.800000 0.170268
3.000000 0.149361
3.200000 0.130439
3.400000 0.113469
3.600000 0.098365
3.800000 0.085009
4.000000 0.073263
4.200000 0.062981
4.400000 0.054020
4.600000 0.046238
4.800000 0.039503
5.000000 0.033690
5.200000 0.028686
5.400000 0.024390
5.600000 0.020708
5.800000 0.017560
6.000000 0.014873
6.200000 0.012582
6.400000 0.010634
6.600000 0.008978
6.800000 0.007574
7.000000 0.006383
7.200000 0.005375
7.400000 0.004523
7.600000 0.003803
7.800000 0.003196
8.000000 0.002684
8.200000 0.002252
8.400000 0.001889
8.600000 0.001583
8.800000 0.001326
9.000000 0.001111
9.200000 0.000930
9.400000 0.000778
9.600000 0.000650
9.800000 0.000543
10.000000 0.000454
10.200000 0.000379
10.400000 0.000316
10.600000 0.000264
10.800000 0.000220
11.000000 0.000184
11.200000 0.000153
11.400000 0.000128
11.600000 0.000106
11.800000 0.000089
12.000000 0.000074
12.200000 0.000061
12.400000 0.000051
12.600000 0.000042
12.800000 0.000035
13.000000 0.000029
13.200000 0.000024
13.400000 0.000020
13.600000 0.000017
13.800000 0.000014
14.000000 0.000012
14.200000 0.000010
14.400000 0.000008
14.600000 0.000007
14.800000 0.000006
15.000000 0.000005
15.200000 0.000004
15.400000 0.000003
15.600000 0.000003
15.800000 0.000002
16.000000 0.000002
16.200000 0.000001
16.400000 0.000001
16.600000 0.000001
16.800000 0.000001
17.000000 0.000001
17.200000 0.000001
17.400000 0.000000
17.600000 0.000000
17.800000 0.000000
18.000000 0.000000
18.200000 0.000000
18.400000 0.000000
18.600000 0.000000
18.800000 0.000000
19.000000 0.000000
19.200000 0.000000
19.400000 0.000000
19.600000 0.000000
19.800000 0.000000
20.000000 0.000000
